Contract_ID,Application_ID,Loan_Type,Contract_Start_Date,Expected_Contract_End_Date,Loan_Term,Total_Loan_Amount,Outstanding Amount_max,Outstanding Amount_mean,Outstanding Amount_last,Due Amount_max,Due Amount_mean,Number of Days Past Due_max,Number of Days Past Due_mean,Number of Days Past Due_count,Loan_Default,Application_Date,Loan_Approval_Status,Age_at_Application,Marital_Status,Gender,Own_Rent_Home,Occupation_Professional_Category,Type_of_Business_Industry_of_Employment,Employment_Status,Time_at_Current_Employment_(Months),Number_of_Dependents,Loan_Purpose,Monthly_Income,Government_Employee,Marital_Status_Missing,Own_Rent_Home_Missing,Type_of_Business_Missing,Number_of_Dependents_Missing,Monthly_Income_Capped,Monthly_Income_Log,Employment_Time_Capped,Employment_Stability_Score,Age_Bin,Has_Dependents,CRB Score,CRB Grade,Average Balance,Overdraft Limit,Net_Cashflow,Liquidity_Ratio,Has_Bounced_Cheques
CONT104549,C302101969,Unsecured Personal Loan,2017-10-03,2021-10-03,48.0,23446.66,23614.79,20088.03681818182,15188.68,0.0,0.0,0.0,0.0,22.0,0,2017-09-24,Approved,28.0,Married,Male,Family,Officer,Other,Full-Time,81.0,1.0,Home Improvement,2759.96,False,0,0,0,0,2759.96,7.923333724320682,81.0,0,Emerging,1,,,1003.2872549019609,0.0,49.47346938775511,2.1747225917190836,0
CONT104550,C302103679,Unsecured Personal Loan,2018-05-07,2021-05-07,36.0,8200.56,8200.56,6832.507333333333,5315.17,93.11,6.207333333333334,25.0,1.6666666666666667,15.0,0,2018-04-04,Approved,45.0,Married,Male,Family,Employee,Private Security Services,Contract,55.0,2.0,Debt Consolidation,1290.2,False,0,0,0,0,1290.2,7.163327297515684,55.0,0,Established,1,,,257.2677049180328,0.0,7.019499999999996,1.6937947186074709,0
CONT104551,C302102760,Unsecured Personal Loan,2018-01-14,2023-01-15,60.0,23446.66,23791.79,17494.5825,0.0,0.0,0.0,0.0,0.0,4.0,0,2017-12-24,Approved,20.0,Unmarried,Male,Family,Officer,Financial,Full-Time,30.0,0.0,Other,2727.86,False,0,0,0,0,2727.86,7.911639218549605,30.0,0,Young,0,635.0,C,209.0998863636364,0.0,9.549655172413788,2.662545091597906,0
CONT104552,C302102760,Unsecured Personal Loan,2018-02-21,2023-11-30,69.0,4253.25,10104.38,6267.530555555556,8817.21,0.0,0.0,0.0,0.0,18.0,0,2017-12-24,Approved,20.0,Unmarried,Male,Family,Officer,Financial,Full-Time,30.0,0.0,Other,2727.86,False,0,0,0,0,2727.86,7.911639218549605,30.0,0,Young,0,635.0,C,209.0998863636364,0.0,9.549655172413788,2.662545091597906,0
CONT104553,C302103313,Unsecured Personal Loan,2018-04-02,2025-04-02,84.0,75029.31,80507.2,76250.771875,71543.21,0.0,0.0,0.0,0.0,16.0,0,2018-03-22,Approved,45.0,Unmarried,Male,Family,Clerical Support Worker,Private Security Services,Full-Time,208.0,1.0,Debt Consolidation,4349.38,False,0,0,0,0,4349.38,8.378018476589228,208.0,0,Established,1,588.0,D,1453.3419753086418,0.0,97.05139240506327,1.6120317753569464,0
CONT104554,C302105780,Unsecured Personal Loan,2018-10-14,2024-04-14,66.0,12392.15,12392.15,11772.82,11153.97,0.0,0.0,0.0,0.0,10.0,0,2018-09-24,Approved,25.0,Unmarried,Female,Rent,Clerical Support Worker,Business Process Outsourcing,Full-Time,36.0,1.0,Other,1619.57,False,0,0,0,0,1619.57,7.390533218192934,36.0,0,Emerging,1,640.0,C,151.38543103448276,0.0,6.739999999999991,1.5000439610261636,0
CONT104555,C302101927,Unsecured Personal Loan,2017-10-01,2021-10-01,48.0,22324.43,21986.38,20381.30818181818,19845.02,9409.71,3303.4690909090914,458.0,162.13636363636363,22.0,1,2017-09-20,Approved,48.0,Unmarried,Male,Own,Blue Collar,Tourism,Full-Time,92.0,1.0,Debt Consolidation,1780.94,False,0,0,0,0,1780.94,7.485457937430236,92.0,0,Established,1,598.0,D,92.0167857142857,0.0,2.6386486486486245,3.1557940176289883,0
CONT104556,C302105535,Unsecured Personal Loan,2018-09-26,2022-09-26,48.0,12381.95,12381.95,10387.76777777778,0.0,0.0,0.0,0.0,0.0,9.0,0,2018-09-12,Approved,34.0,Unmarried,Male,Rent,Clerical Support Worker,Unknown,Contract,47.0,0.0,Debt Consolidation,1767.88,False,0,0,1,0,1767.88,7.4781018569239,47.0,0,Emerging,0,250.0,E,222.37199999999999,0.0,-8.043255813953508,1.4226343417206226,0
CONT104557,C302104480,Unsecured Personal Loan,2018-06-27,2023-06-27,60.0,23446.66,24650.41,22844.387857142858,20833.13,593.22,42.37285714285714,5.0,0.3571428571428571,14.0,0,2018-06-13,Approved,26.0,Unmarried,Female,Own,Clerical Support Worker,Transportation & Communication,Full-Time,65.0,0.0,Debt Consolidation,1382.17,True,0,0,0,0,1382.17,7.232133245296396,65.0,0,Emerging,0,595.0,D,342.1500917431193,0.0,12.34831775700935,2.9350436867319774,0
CONT104558,C302104013,Unsecured Personal Loan,2018-05-28,2025-07-28,86.0,127567.41,127567.41,122640.77333333336,121449.75,101.22,6.748,3.0,0.2,15.0,0,2018-05-04,Approved,50.0,Married,Male,Rent,Professional,Civil Service,Full-Time,78.0,2.0,Other,5835.31,False,0,0,0,0,5835.31,8.671854026806301,78.0,0,Senior,1,575.0,D,526.058951048951,0.0,18.24626760563379,1.3873391648433067,0
CONT104559,C302100383,Unsecured Personal Loan,2015-12-16,,48.0,8573.58,8573.58,5273.238636363636,988.58,92.92,5.536136363636364,16.0,1.068181818181818,44.0,0,2015-12-09,Approved,30.0,Unmarried,Female,Family,Employee,Civil Service,Full-Time,27.0,2.0,Home Improvement,3375.34,True,0,0,0,0,3375.34,8.124547561545318,27.0,0,Emerging,1,250.0,E,307.0953305785124,0.0,2.4690336134453794,1.4050414603851504,0
CONT104560,C302104044,Unsecured Personal Loan,2018-05-30,2023-05-30,60.0,28135.99,30308.09,26019.23222222222,0.0,676.51,257.7155555555556,2.0,0.6666666666666666,9.0,0,2018-05-16,Approved,55.0,Unmarried,Female,Own,Officer,Unknown,Full-Time,313.0,4.0,Debt Consolidation,1977.31,True,0,0,1,0,1977.31,7.589998223866339,313.0,0,Senior,1,250.0,E,541.7415625,0.0,12.441684210526338,1.9535335593321228,0
CONT104561,C302106602,Unsecured Personal Loan,,2025-01-30,72.0,49462.13,49462.13,48154.42285714285,46373.27,3207.48,926.3342857142858,93.0,27.142857142857142,7.0,1,2018-12-31,Approved,39.0,Unmarried,Female,Family,Semi-Professional,Education,Full-Time,60.0,2.0,Debt Consolidation,2750.37,True,0,0,0,0,2750.37,7.919854248427435,60.0,0,Established,1,625.0,C,340.9971666666667,0.0,36.1746428571428,2.730735128706194,0
CONT104562,C302101987,Unsecured Personal Loan,2017-10-04,2021-12-15,50.0,11723.33,12141.31,10229.468636363636,7868.16,0.0,0.0,0.0,0.0,22.0,0,2017-09-20,Approved,28.0,Unmarried,Male,Family,Semi-Professional,Manufacturing,Full-Time,54.0,1.0,Debt Consolidation,1537.95,False,0,0,0,0,1537.95,7.338855644682132,54.0,0,Emerging,1,659.0,B,449.8665306122449,0.0,25.295833333333334,1.3857621491654244,0
CONT104563,C302104443,Unsecured Personal Loan,2018-06-25,2022-07-31,48.0,16260.82,16260.82,14949.752142857144,13456.32,776.53,427.6771428571429,33.0,12.214285714285714,14.0,0,2018-06-07,Approved,51.0,Unmarried,Male,Family,Employee,Unknown,Full-Time,32.0,0.0,Other,1542.32,False,0,0,1,0,1542.32,7.3416912190659955,32.0,0,Senior,0,,,126.78035087719297,0.0,-9.028035714285716,2.844886110728025,0
CONT104564,C302100854,Unsecured Personal Loan,2017-05-04,2018-05-04,12.0,5158.26,5036.72,2779.4376923076925,0.0,0.0,0.0,0.0,0.0,13.0,0,2017-04-30,Approved,53.0,Married,Female,Own,Semi-Professional,Tourism,Full-Time,32.0,2.0,Home Improvement,1392.26,False,0,0,0,0,1392.26,7.239401603886654,32.0,0,Senior,1,604.0,D,225.82187919463087,0.0,-2.6208904109589013,1.9043398638968378,0
CONT104564,C302100854,Unsecured Personal Loan,2017-05-04,2018-05-04,12.0,5158.26,5036.72,2779.4376923076925,0.0,0.0,0.0,0.0,0.0,13.0,0,2017-04-30,Approved,53.0,Married,Female,Own,Semi-Professional,Tourism,Full-Time,32.0,2.0,Home Improvement,1392.26,False,0,0,0,0,1392.26,7.239401603886654,32.0,0,Senior,1,677.0,B,225.82187919463087,0.0,-2.6208904109589013,1.9043398638968378,0
CONT104565,C302105978,Unsecured Personal Loan,2018-10-31,2020-11-01,24.0,7453.72,7453.72,6579.394,6260.49,2104.78,678.542,154.0,46.3,10.0,1,2018-10-14,Approved,54.0,Married,Female,Own,Elementary Occupation,Tourism,Full-Time,24.0,2.0,Home Improvement,1331.77,False,0,0,0,0,1331.77,7.195014762155645,24.0,0,Senior,1,,,225.82187919463087,0.0,-2.6208904109589013,1.9043398638968378,0
CONT104566,C302104496,Unsecured Personal Loan,2018-06-28,2024-06-28,72.0,86518.52,86518.52,81121.7807142857,75175.85,1471.23,118.67357142857144,3.0,0.4285714285714285,14.0,0,2018-06-19,Approved,33.0,Unmarried,Female,Family,Semi-Professional,Civil Service,Full-Time,103.0,3.0,Debt Consolidation,3982.55,True,0,0,0,0,3982.55,8.289928660517724,103.0,0,Emerging,1,600.0,D,267.03520661157023,0.0,6.656525423728807,2.4454929094041526,0
CONT104567,C302109489,Unsecured Personal Loan,2018-03-26,2021-03-31,36.0,8523.0,9505.46,7623.997058823529,5546.1,0.0,0.0,0.0,0.0,17.0,0,2018-03-09,Approved,27.0,Unmarried,Female,Family,Service and Sales Worker,Unemployed,Contract,9.0,1.0,Debt Consolidation,3634.23,False,0,0,0,0,3634.23,8.19842766169357,9.0,0,Emerging,1,560.0,E,796.4636507936508,0.0,30.513387096774142,3.796215127588674,0
CONT104568,C302100013,Unsecured Personal Loan,2016-02-16,,36.0,9495.9,9495.9,7216.476315789473,0.0,332.61,34.12842105263158,16.0,3.1578947368421053,19.0,0,2016-02-02,Approved,67.0,Unmarried,Female,Family,Pensioner,Unknown,Retired,67.0,0.0,Debt Consolidation,3379.0,False,0,1,1,0,3379.0,8.125630988477065,67.0,0,Senior,0,631.0,C,312.21336448598134,0.0,30.765047619047614,1.5799349116410006,0
CONT104569,C302101304,Unsecured Personal Loan,2017-07-31,2020-07-31,36.0,18757.33,19262.56,14680.122,8952.73,2531.89,1091.1216,93.0,32.6,25.0,1,2017-07-24,Approved,30.0,Unmarried,Male,Family,Service and Sales Worker,Manufacturing,Full-Time,7.0,0.0,Home Improvement,1868.62,False,0,0,0,0,1868.62,7.533490480642826,7.0,0,Emerging,0,,,77.04938596491228,0.0,0.3118584070796719,1.632817409271926,0
CONT104570,C302102236,Unsecured Personal Loan,2017-10-26,2020-10-26,36.0,9378.66,9650.48,7492.330909090909,4882.84,385.13,96.62409090909092,6.0,1.5909090909090908,22.0,0,2017-10-22,Approved,32.0,Married,Female,Rent,Clerical Support Worker,Professional & Other Services,Contract,38.0,2.0,Other,1031.65,False,0,0,0,0,1031.65,6.939883592733659,38.0,0,Emerging,1,,,129.4738028169014,0.0,0.8087142857142737,4.139543910587842,0
CONT104571,C302106636,Unsecured Personal Loan,,2023-02-03,48.0,24650.64,24263.73,23309.666666666668,22338.52,0.0,0.0,0.0,0.0,6.0,0,,Approved,38.0,Unmarried,Male,Own,Employee,Civil Service,Full-Time,143.0,2.0,Debt Consolidation,4891.22,True,0,0,0,0,4891.22,8.495401467177729,143.0,0,Established,1,665.0,B,715.4113836477987,0.0,13.97435064935065,3.05393454522477,0
CONT104572,C302100473,Unsecured Personal Loan,2016-01-18,2020-01-18,48.0,6802.16,6802.16,4281.452558139535,990.01,253.72,25.46558139534884,44.0,5.069767441860465,43.0,0,2016-01-09,Approved,27.0,Unmarried,Female,Other,Technician and Associate Professional,Civil Service,Full-Time,91.0,1.0,Home Improvement,1952.89,True,0,0,0,0,1952.89,7.577577536238179,91.0,0,Emerging,1,624.0,C,183.27462121212122,0.0,7.0528244274809175,1.5722776502619982,0
CONT104573,C302100603,Unsecured Personal Loan,2016-02-23,2018-02-23,24.0,2487.97,2487.97,1762.1966666666667,0.0,84.62,16.50916666666667,9.0,2.1666666666666665,12.0,0,2016-02-13,Approved,40.0,Unmarried,Male,Family,Clerical Support Worker,Education,Full-Time,192.0,0.0,Debt Consolidation,1370.92,False,0,0,0,0,1370.92,7.223966497547892,192.0,0,Established,0,666.0,B,123.80566844919787,0.0,1.89554347826087,1.685698538158301,0
CONT104573,C302100603,Unsecured Personal Loan,2016-02-23,2018-02-23,24.0,2487.97,2487.97,1762.1966666666667,0.0,84.62,16.50916666666667,9.0,2.1666666666666665,12.0,0,2016-02-13,Approved,40.0,Unmarried,Male,Family,Clerical Support Worker,Education,Full-Time,192.0,0.0,Debt Consolidation,1370.92,False,0,0,0,0,1370.92,7.223966497547892,192.0,0,Established,0,653.0,B,123.80566844919787,0.0,1.89554347826087,1.685698538158301,0
CONT104574,C302101160,Unsecured Personal Loan,2017-07-10,,24.0,2963.17,2963.17,1696.927,0.0,0.0,0.0,0.0,0.0,20.0,0,2017-07-04,Approved,40.0,Unmarried,Male,Family,Blue Collar,Education,Unknown,205.0,0.0,Debt Consolidation,1575.76,True,0,0,0,0,1575.76,7.363127387683154,205.0,0,Established,0,,,123.80566844919787,0.0,1.89554347826087,1.685698538158301,0
CONT104575,C302103273,Unsecured Personal Loan,2018-03-27,2025-03-27,84.0,18626.21,18626.21,17581.294705882352,16411.68,0.0,0.0,0.0,0.0,17.0,0,2018-03-12,Approved,29.0,Unmarried,Female,Family,Service and Sales Worker,Unknown,Contract,83.0,2.0,Home Improvement,1016.02,False,0,0,1,0,1016.02,6.924632061538575,83.0,0,Emerging,1,635.0,C,1648.0440322580644,0.0,32.3190322580645,1.4883339106474234,0
CONT104576,C302100343,Unsecured Personal Loan,2015-12-05,,48.0,23114.79,23114.79,14487.69090909091,2820.47,454.65,16.457272727272724,27.0,1.75,44.0,0,2015-11-18,Approved,30.0,Married,Male,Family,Employee,Transportation & Communication,Full-Time,65.0,0.0,Other,3144.48,False,0,0,0,0,3144.48,8.05372178070025,65.0,0,Emerging,0,,,1061.522463235294,0.0,2.102899628252782,2.1795609043385826,0
CONT104577,C302101400,Unsecured Personal Loan,2017-08-14,2021-08-29,48.0,25232.08,25232.08,20447.03083333333,14727.95,1192.33,130.29999999999998,34.0,2.208333333333333,24.0,0,2017-07-26,Approved,26.0,Unmarried,Female,Family,Armed Forces Occupation,Private Security Services,Full-Time,13.0,0.0,Other,1791.79,False,0,0,0,0,1791.79,7.491528344604137,13.0,0,Emerging,0,,,258.80054054054057,0.0,12.847909090909093,2.100438659745063,0
CONT104578,C302102793,Unsecured Personal Loan,2018-01-18,2023-01-18,60.0,46893.32,48874.87,44061.36473684211,38719.51,0.0,0.0,0.0,0.0,19.0,0,2018-01-08,Approved,36.0,Married,Male,Own,Technician and Associate Professional,Science & Technology,Full-Time,120.0,1.0,Debt Consolidation,3303.84,True,0,0,0,0,3303.84,8.103143339616182,120.0,0,Established,1,662.0,B,2690.8705263157894,0.0,11.392473118279629,1.6927696577459872,0
CONT104579,C302106196,Unsecured Personal Loan,2018-11-28,2022-11-28,48.0,52412.87,52412.87,49099.42444444445,47419.91,0.0,0.0,0.0,0.0,9.0,0,2018-10-28,Approved,34.0,Unmarried,Female,Family,Officer,Civil Service,Full-Time,155.0,0.0,Education,3993.53,True,0,0,0,0,3993.53,8.292681204220592,155.0,0,Emerging,0,640.0,C,460.73564516129034,0.0,43.85024590163932,2.575034293491606,0
CONT104580,C302106791,Unsecured Personal Loan,,2022-02-27,36.0,2608.37,2553.86,2418.0733333333333,2278.99,0.0,0.0,0.0,0.0,6.0,0,,Approved,22.0,Unmarried,Male,Family,Clerical Support Worker,Civil Service,Full-Time,52.0,0.0,Education,1656.67,False,0,0,0,0,1656.67,7.4131682809032435,52.0,0,Young,0,,,338.8800729927007,0.0,15.97014925373134,1.1317513457333837,0
CONT104581,C302104214,Unsecured Personal Loan,2018-06-10,2025-06-10,84.0,75029.31,79471.79,75669.81642857143,71563.02,0.0,0.0,0.0,0.0,14.0,0,2018-05-17,Approved,27.0,Unmarried,Male,Family,Armed Forces Occupation,Civil Service,Full-Time,98.0,0.0,Debt Consolidation,3763.94,False,0,0,0,0,3763.94,8.23348720385203,98.0,0,Emerging,0,651.0,B,721.6341573033708,0.0,44.207045454545444,1.5263808067971893,0
CONT104582,C302100411,Unsecured Personal Loan,2015-12-29,2020-12-29,60.0,11606.1,11776.93,8284.172954545455,3763.52,0.0,0.0,0.0,0.0,44.0,0,2015-12-19,Approved,24.0,Unmarried,Female,Family,Professional,Financial,Full-Time,3.0,0.0,Debt Consolidation,1280.19,False,0,0,0,0,1280.19,7.155544612521901,3.0,0,Young,0,,,306.5113402061856,0.0,8.229684210526308,3.2849320437347638,0
CONT104583,C302102479,Unsecured Personal Loan,2017-11-30,2022-11-30,60.0,26590.97,26590.97,23539.204285714284,20011.51,0.0,0.0,0.0,0.0,21.0,0,2017-11-26,Approved,32.0,Married,Female,Family,Officer,Financial,Full-Time,103.0,1.0,Debt Consolidation,4533.65,False,0,0,0,0,4533.65,8.41950318206263,103.0,0,Emerging,1,643.0,C,252.44122685185187,0.0,2.3610189573459652,4.763444867617035,0
CONT104584,C302107423,Unsecured Personal Loan,,2024-08-30,60.0,44349.64,44349.64,44349.64,44349.64,0.0,0.0,0.0,0.0,1.0,0,,Approved,28.0,Unmarried,Female,Family,Professional,Civil Service,Full-Time,72.0,0.0,Debt Consolidation,2816.07,True,0,0,0,0,2816.07,7.943452616697918,72.0,0,Emerging,0,668.0,B,78.91301204819277,0.0,4.508271604938275,2.5311356934735416,0
CONT104585,C302103052,Unsecured Personal Loan,2018-02-20,2021-02-28,36.0,11952.29,11952.29,9559.232777777775,6842.67,0.0,0.0,0.0,0.0,18.0,0,2018-02-14,Approved,50.0,Married,Female,Own,Employee,Education,Full-Time,56.0,2.0,Other,5050.78,True,0,0,0,0,5050.78,8.527495935412123,56.0,0,Senior,1,,,578.6447619047618,0.0,9.272682926829313,1.2413162656526866,0
CONT104586,C302100975,Unsecured Personal Loan,2017-06-04,2021-06-04,48.0,23446.66,24090.88,19648.170384615383,13883.26,0.0,0.0,0.0,0.0,26.0,0,2017-05-18,Approved,40.0,Married,Male,Family,Technician and Associate Professional,Construction & Installation,Full-Time,40.0,4.0,Home Improvement,2344.67,False,0,0,0,0,2344.67,7.76032635435754,40.0,0,Established,1,696.0,A,966.8003191489362,0.0,39.03612903225806,2.5468799163782796,0
CONT104586,C302100975,Unsecured Personal Loan,2017-06-04,2021-06-04,48.0,23446.66,24090.88,19648.170384615383,13883.26,0.0,0.0,0.0,0.0,26.0,0,2017-05-18,Approved,40.0,Married,Male,Family,Technician and Associate Professional,Construction & Installation,Full-Time,40.0,4.0,Home Improvement,2344.67,False,0,0,0,0,2344.67,7.76032635435754,40.0,0,Established,1,687.0,A,966.8003191489362,0.0,39.03612903225806,2.5468799163782796,0
CONT104587,C302103852,Unsecured Personal Loan,2018-05-17,2022-05-17,48.0,27908.16,27908.16,24731.447333333334,21233.13,0.0,0.0,0.0,0.0,15.0,0,2018-04-25,Approved,30.0,Married,Female,Own,Service and Sales Worker,Private Security Services,Contract,28.0,1.0,Home Improvement,1643.98,False,0,0,0,0,1643.98,7.405483505070851,28.0,0,Emerging,1,,,384.8991111111111,0.0,5.930795454545472,1.634887754730554,0
CONT104588,C302103877,Unsecured Personal Loan,2018-05-21,2025-05-21,84.0,42283.17,42283.17,37610.89,0.0,962.77,127.49642857142858,41.0,5.857142857142857,14.0,0,2018-04-10,Approved,32.0,Unmarried,Male,Family,Officer,Financial,Full-Time,98.0,0.0,Debt Consolidation,3346.87,False,0,0,0,0,3346.87,8.116079601703762,98.0,0,Emerging,0,656.0,B,85.11442307692307,0.0,3.7532038834951225,1.6180053051591332,0
CONT104589,C302100476,Unsecured Personal Loan,2016-01-19,,36.0,20645.84,20645.84,11514.697027027029,0.0,1393.72,76.70648648648648,32.0,0.972972972972973,37.0,0,2016-01-06,Approved,53.0,Married,Male,Own,Professional,Other,Full-Time,52.0,1.0,Debt Consolidation,3814.07,False,0,0,0,0,3814.07,8.246714292174076,52.0,0,Senior,1,642.0,C,623.1487428571429,0.0,-3.704047619047599,3.01171665576169,0
CONT104589,C302100476,Unsecured Personal Loan,2016-01-19,,36.0,20645.84,20645.84,11514.697027027029,0.0,1393.72,76.70648648648648,32.0,0.972972972972973,37.0,0,2016-01-06,Approved,53.0,Married,Male,Own,Professional,Other,Full-Time,52.0,1.0,Debt Consolidation,3814.07,False,0,0,0,0,3814.07,8.246714292174076,52.0,0,Senior,1,662.0,B,623.1487428571429,0.0,-3.704047619047599,3.01171665576169,0
CONT104590,C302106991,Unsecured Personal Loan,,2024-05-20,60.0,18891.44,18891.44,18624.16,18353.62,0.0,0.0,0.0,0.0,4.0,0,,Approved,56.0,Married,Male,Own,Officer,Other,Full-Time,93.0,1.0,Debt Consolidation,4195.5,False,0,0,0,0,4195.5,8.342006123522882,93.0,0,Senior,1,,,623.1487428571429,0.0,-3.704047619047599,3.01171665576169,0
CONT104591,C302102489,Unsecured Personal Loan,2017-12-04,2022-12-04,60.0,29857.37,30069.87,26839.583,23104.71,0.0,0.0,0.0,0.0,20.0,0,2017-11-27,Approved,29.0,Unmarried,Male,Family,Officer,Financial,Full-Time,103.0,0.0,Debt Consolidation,3766.9,False,0,0,0,0,3766.9,8.234273096065948,103.0,0,Emerging,0,605.0,D,621.5069863013698,0.0,-15.321158192090405,2.663118826334435,0
CONT104592,C302102545,Unsecured Personal Loan,2017-12-12,2023-01-02,60.0,23446.66,23829.78,21402.494,18474.3,929.82,105.31000000000002,1.0,0.4,20.0,0,2017-12-05,Approved,29.0,Unmarried,Male,Family,Officer,Professional & Other Services,Full-Time,57.0,0.0,Other,2032.04,False,0,0,0,0,2032.04,7.617287488791405,57.0,0,Emerging,0,,,332.17211009174315,0.0,23.154166666666654,2.7027353596450716,0
CONT104593,C302106047,Unsecured Personal Loan,2018-11-08,2022-11-08,48.0,14788.0,14788.0,14180.027777777776,13975.5,347.03,38.55888888888889,23.0,2.555555555555556,9.0,0,2018-10-31,Approved,31.0,Unmarried,Female,Family,Elementary Occupation,Tourism,Full-Time,55.0,3.0,Home Improvement,1317.7,False,0,0,0,0,1317.7,7.184401681813653,55.0,0,Emerging,1,,,571.3693023255814,0.0,-0.9935802469135869,1.2739234996914492,0
CONT104594,C302101267,Unsecured Personal Loan,2017-07-26,2022-07-31,60.0,32170.2,32170.2,27744.245,0.0,0.0,0.0,0.0,0.0,14.0,0,2017-07-19,Approved,28.0,Unmarried,Male,Own,Employee,Financial,Full-Time,75.0,0.0,Debt Consolidation,6132.04,False,0,0,0,0,6132.04,8.721445827698307,75.0,0,Emerging,0,597.0,D,700.9770614035087,0.0,13.627361419068738,2.1552989460352405,0
CONT104595,C302102925,Unsecured Personal Loan,2018-02-05,2023-02-05,60.0,11692.8,11561.15,8837.304166666667,6919.27,0.0,0.0,0.0,0.0,12.0,0,2018-01-30,Approved,30.0,Unmarried,Female,Family,Officer,Financial,Full-Time,105.0,0.0,Other,4702.52,False,0,0,0,0,4702.52,8.456066443555617,105.0,0,Emerging,0,651.0,B,653.6254279749478,0.0,-20.919143468950747,3.177603580608263,0
CONT104596,C302104774,Unsecured Personal Loan,2018-07-23,2024-07-28,72.0,93786.64,99204.69,93403.4046153846,87223.49,0.0,0.0,0.0,0.0,13.0,0,2018-07-08,Approved,28.0,Unmarried,Male,Family,Armed Forces Occupation,Civil Service,Full-Time,60.0,0.0,Debt Consolidation,4875.76,True,0,0,0,0,4875.76,8.492236343918897,60.0,0,Emerging,0,629.0,C,980.0143859649123,0.0,51.39267857142861,1.8930283822734846,0
CONT104597,C302106564,Unsecured Personal Loan,,2025-01-28,72.0,54911.79,54911.79,53293.66571428572,51933.67,0.0,0.0,0.0,0.0,7.0,0,,Approved,47.0,Married,Male,Rent,Armed Forces Occupation,Civil Service,Full-Time,153.0,0.0,Unknown,3642.42,True,0,0,0,0,3642.42,8.200678079959715,153.0,0,Established,0,661.0,B,154.42574468085107,0.0,16.766376811594206,2.8851800897964024,0
CONT104597,C302106564,Unsecured Personal Loan,,2025-01-28,72.0,54911.79,54911.79,53293.66571428572,51933.67,0.0,0.0,0.0,0.0,7.0,0,,Approved,47.0,Married,Male,Rent,Armed Forces Occupation,Civil Service,Full-Time,153.0,0.0,Unknown,3642.42,True,0,0,0,0,3642.42,8.200678079959715,153.0,0,Established,0,652.0,B,154.42574468085107,0.0,16.766376811594206,2.8851800897964024,0
CONT104598,C302102896,Unsecured Personal Loan,2018-02-01,2021-02-01,36.0,9378.66,9833.72,7952.578333333334,6468.77,0.0,0.0,0.0,0.0,18.0,0,2018-01-18,Approved,25.0,Unmarried,Female,Family,Employee,Unknown,Full-Time,22.0,0.0,Home Improvement,1190.68,False,0,0,1,0,1190.68,7.083119355208593,22.0,0,Emerging,0,,,545.6505464480874,0.0,-16.614088397790052,1.6384064492284862,0
CONT104599,C302103356,Unsecured Personal Loan,2018-04-05,2025-04-06,84.0,9558.83,9558.83,9244.181875,9128.77,1812.5,542.046875,271.0,83.5625,16.0,1,2018-03-21,Approved,27.0,Unmarried,Male,Family,Officer,Other,Full-Time,13.0,0.0,Other,1362.61,False,0,0,0,0,1362.61,7.217890873765752,13.0,0,Emerging,0,,,34.9588,0.0,0.4433333333333428,1.2285004342113852,0
CONT104600,C302105333,Unsecured Personal Loan,2018-09-12,2024-09-12,72.0,62092.03,62092.03,59713.60454545455,58479.39,0.0,0.0,0.0,0.0,11.0,0,2018-09-04,Approved,32.0,Married,Female,Own,Officer,Financial,Full-Time,120.0,0.0,Debt Consolidation,6161.39,False,0,0,0,0,6161.39,8.726219968293053,120.0,0,Emerging,0,664.0,B,445.54753086419754,0.0,-2.6394936708860786,1.669928016284188,0
CONT104601,C302107334,Unsecured Personal Loan,,2022-08-05,36.0,11075.59,11075.59,11075.59,11075.59,0.0,0.0,0.0,0.0,1.0,0,,Approved,35.0,Unmarried,Female,Family,Blue Collar,Transportation & Communication,Full-Time,8.0,1.0,Home Improvement,2150.36,True,0,0,0,0,2150.36,7.673855479280672,8.0,0,Established,1,,,179.99883333333335,0.0,12.48053571428571,3.5712028855848894,0
CONT104602,C302104870,Unsecured Personal Loan,2018-08-02,2024-08-02,72.0,29890.55,29890.55,28342.541666666668,26715.97,0.0,0.0,0.0,0.0,12.0,0,2018-07-24,Approved,41.0,Married,Male,Rent,Employee,"Energy, Electricity & Water",Full-Time,108.0,0.0,Other,4056.27,False,0,0,0,0,4056.27,8.308265612631127,108.0,0,Established,0,621.0,C,603.6055862068965,0.0,29.584685314685355,5.872199790037419,0
CONT104603,C302107314,Unsecured Personal Loan,,2021-08-02,24.0,6156.34,6156.34,6051.264999999999,5946.19,0.0,0.0,0.0,0.0,2.0,0,,Approved,26.0,Unmarried,Female,Rent,Clerical Support Worker,Retailing,Full-Time,14.0,0.0,Other,1463.38,True,0,0,0,0,1463.38,7.28918722368218,14.0,0,Emerging,0,,,132.04291666666666,0.0,-1.1851754385964974,2.905063898549617,0
CONT104604,C302103661,Unsecured Personal Loan,2018-05-06,2023-05-06,60.0,11723.33,12400.35,11357.282,10212.4,28.14,1.876,10.0,0.6666666666666666,15.0,0,2018-04-03,Approved,30.0,Unmarried,Male,Family,Clerical Support Worker,Civil Service,Contract,21.0,0.0,Home Improvement,1155.37,True,0,0,0,0,1155.37,7.053041067225254,21.0,0,Emerging,0,,,114.53769230769231,0.0,-2.243858267716538,1.9544000509040973,0
